M,I,D,Gini,M20,C,A,mass
0.0126126126126126,0.471191046080307,0.128357550705339,0.46621966882317,-1.19246114559857,2.56150699775332,0.16505830635838,10.1871
0.0144700978034311,0.0734841413198789,0.0525930785838964,0.489286841072509,-2.116821613184,4.06740411384349,0.199893407371905,10.5504
0.000338983050847458,0,0.0655444630186426,0.510334024585621,-1.67272772701571,4.25942246866904,0.0966462690528076,9.88619
2.636783124588e-05,0,0.0579081021516826,0.496827900967057,-1.83266945515524,3.91557808775421,0.106584133937985,11.0539
0.0077713551701991,0.815088865026077,0.164876984481744,0.431504447398111,-1.03083073748632,2.39358488930753,0.238014779438449,9.87058
0.000256533589866923,0,0.0392344261526283,0.491570486096947,-1.77843995925613,3.31761103101738,0.0351782562168066,10.2672
0.00360480640854473,0.345633042258844,0.103729591998885,0.487723710000718,-1.9792807077304,3.69246789775095,0.149859708627372,10.4577
0,0,0.0382949898104732,0.518584125637661,-1.78369746489432,4.22942060825905,0.0476512158279776,10.2403
2.11244547250124e-05,0,0.0198274995103347,0.519644112357215,-2.06853340338971,4.73241246195385,0.0240355723861703,11.009
5.02866338127326e-05,0,0.030997679434125,0.63852175228358,-1.83547579778971,4.13446172438076,0.0684207202337711,10.4289
0.0010911074740862,0,0.0589505723655937,0.516633444666705,-1.84907206945513,4.71217360523204,0.0727653083894852,10.2417
3.55252801223846e-05,0.00584204001852487,0.0332777826630312,0.570143274837996,-2.28516299764975,4.45451922134704,0.100772419208769,11.1755
0.00170157343024599,0.0287784946525392,0.0641624191683826,0.583659797787842,-2.02099296937195,3.81963512215947,0.163789500568063,10.219
0.000100586895439507,0.0107736976216292,0.0271245354362948,0.543738274075748,-2.33175051737553,4.43898002320651,0.0548360940947323,11.1965
0.000369510135135135,0,0.0248847593972138,0.549468611548199,-1.99749044646157,4.28259655869547,0.0364976981439603,10.8426
0.000132978723404255,0,0.0676985086931385,0.51197747857927,-1.85182553287962,4.07221045925304,0.118357701936889,10.1106
0.123724095267553,0.77551744053185,0.584061070317056,0.499776706108087,-0.81723671453113,2.28802911299642,0.222669878661937,10.4297
0.00107353730542136,0.00969533430028378,0.204983631726642,0.478430845913084,-1.45354915295882,2.64257952969819,0.127119534709449,10.0298
0.0380124223602484,0.88858345192076,0.605620514428732,0.420799412641731,-1.02171561778847,3.36934956836732,0.237355401332309,10.6372
0.12962962962963,0.776833424277108,0.586277337073082,0.499129789244193,-0.816036746076494,2.2891533165492,0.221836880211906,10.1426
0,0,0.0901688831085794,0.473888250681885,-1.91653063235484,3.91022902880415,0.0843797941156475,10.2267
4.24664515033124e-05,0,0.040667309539995,0.532024096900706,-2.10699434752892,4.21279400324223,0.0828054251732915,10.5905
0.00369282279374354,0.504097585251185,0.139609464157917,0.273209206109946,-0.864806643436182,2.39226758465024,0.108291954293679,10.6389
0.000234604105571848,0,0.0229427328281725,0.442554457582634,-1.87591642512336,3.1444002239604,0.0433175609755412,10.2167
0,0,0.0400695781299556,0.501218284651318,-1.94336013512337,3.90229316493511,0.0616500495137991,10.6042
0.00448521001995918,0.145169557191451,0.0889966240938164,0.264371273444971,-1.59201837418849,2.72637214164779,0.110979623404123,10.8584
4.60278007916782e-05,0,0.0629999396195769,0.794924240226036,-1.92964530540696,3.7955911631245,0.31379163440424,10.6273
0.00188367893393113,0.078814297420454,0.148627577928707,0.488155017131553,-1.8264938103841,3.86278845059847,0.278162705472169,9.98582
0.00012453300124533,0,0.0793050721443765,0.546842597915828,-1.93765435472072,4.07588996389164,0.148008901025963,10.2874
0.00109435531528377,0.0554124749569418,0.0469180571174959,0.477925570051773,-2.00236087582212,3.89736161733648,0.0731496197817394,10.4224
0.000266818232052922,0.0587826453127501,0.031045337121973,0.526350163942276,-2.23981822611372,4.74751046591288,0.151284037242048,10.9958
8.97102359379205e-05,0,0.0522760205044412,0.521918432534619,-1.81751826254488,4.1687196533623,0.0440666723136158,10.4094
0.000224114746750336,0,0.0551836333137353,0.552267794439526,-1.71348811550885,4.22547653149309,0.0990644471043999,10.4066
3.32225913621262e-05,0,0.065156229599616,0.53259685871677,-1.89330663385395,4.38928955333089,0.108271162291577,10.6189
0.000554088368898266,0.0246767978929423,0.0803464174149345,0.588172292693884,-1.91613217592732,3.63623478547018,0.291214773250375,10.9179
2.89460734651345e-05,0,0.0329008879556435,0.48056841134592,-1.58951947276696,3.99564781006742,0.0617721038188805,10.1271
0.000571564883242521,0.046281912375811,0.0526627395478689,0.497853526501371,-1.69905090396198,2.82947182479289,0.134556171436451,10.4292
0.00050442952173776,0.0205909067166376,0.032742833457549,0.561617961858348,-2.09020221201026,4.12352704772339,0.16590046673997,10.0399
0.000131180527172257,0.0151000677954236,0.021612579900538,0.575452840572902,-2.24706679859427,5.08910262831546,0.0345751740095567,11.2823
0.00143794267243428,0.0330739358924549,0.0915207505352599,0.505315816622831,-1.66423966863443,3.27646047293271,0.170539073002479,10.0173
0.000278458453998663,0,0.0154079011215974,0.479247446559465,-1.61768888142436,3.24753320349275,0.0623984638835789,10.0347
0.000125107514270076,0,0.0254138574062807,0.442815466689815,-1.90795867318795,3.7135087647142,0.0685787204758658,11.1557
0.000279279681844586,0.0311377740658039,0.033425088683015,0.582977242311545,-2.18231085793957,4.57671067006748,0.175230465930897,10.7346
0,0,0.141017010847365,0.625099957990268,-1.59972988552444,3.74093147507557,0.304287836050174,10.2101
9.07441016333938e-05,0,0.0255786086524232,0.51958570090629,-2.07254390260073,4.21402412404398,0.0995332668406574,10.66
0.00429914912673533,0.0416804530671526,0.120741671668678,0.53343322907099,-2.12520648808192,3.37541807977281,0.179660100988463,9.85633
0.00154870349856422,0.0482073631069296,0.205059010882977,0.469680254700602,-1.44544378572847,3.62482835862858,0.228937285738196,10.1495
0.00513334548326347,0.080224463710897,0.0786334107636053,0.539141413136099,-2.24011077926186,4.14325807566388,0.173878808111543,10.2382
0.00161059413027917,0.127293560808519,0.0176561452545522,0.390107204196791,-2.17925205163783,3.46598079952854,0.198921687305511,10.8022
0,0,0.0109365653469894,0.614906260260142,-1.93946915160506,4.38473592858273,0.0364763190855861,10.1584
0.000102124183006536,0,0.0482380233059026,0.520572530254272,-1.72672548756345,4.15344340461119,0.0682116647006757,10.4162
0,0,0.04095144843148,0.827068445129493,-1.79979958545387,3.78292666512897,0.230294992212334,10.8655
0.00131481697592096,0.825595292609083,0.145859863426684,0.474255235578541,-1.23462588390494,2.8269173185635,0.185682513136652,10.4261
0.000109265734265734,0,0.0701548165010222,0.49835868991704,-1.78616930125867,3.44618674799326,0.159053427902484,10.0495
0.000380417327022004,0.0523540104015969,0.0552142504022735,0.586016775053439,-2.08781827152395,4.36011478115097,0.140263669928113,10.2556
1.3270108637956e-05,0,0.0375500444299488,0.539534463378534,-2.08860252727442,4.45556157072084,0.102652653493574,11.231
0.00623781676413255,0.549080429575264,0.0714447634430045,0.505900818794292,-1.4975190660603,3.81140755785693,0.150239972292317,9.98908
0.00150533641760039,0.0459067517821927,0.176405348090696,0.526206095604528,-1.78154989749262,4.01672929445809,0.279679524184867,10.61
2.58255569711787e-05,0,0.0256006163720485,0.554197050259387,-2.13916302833344,4.18538008652553,0.0709415532701235,10.9295
8.26924667162821e-05,0,0.0605527551187698,0.49778590983259,-1.82647827616546,3.70748326431237,0.0455598664507304,10.2205
0.000737329962682075,0,0.0234905155457783,0.566757637623593,-1.98967336613557,4.33540744541891,0.112859760940627,10.1757
0.1037325578293,0.899667411227615,0.799825055588975,0.374910050597076,-0.764285791195642,2.67049169721052,0.215283623838629,10.4727
0.000246554526288247,0.0227939308314231,0.0272437506266394,0.509675651323672,-1.98185204730172,3.37926513966227,0.11317494626973,10.5455
0.00941789889608538,0.22040659426931,0.188518573292439,0.2646545044258,-1.58024234020331,2.60806925649449,0.110902656924865,10.4122
0.000354686934491495,0.0204739516925717,0.0619974358924563,0.432797452671926,-1.62370869986629,2.64027007081233,0.106220106797968,9.98391
0.0290622578145182,0.360716402554095,0.430821518760564,0.454711494584815,-1.10728617487276,2.48976616764502,0.145142652454174,10.0615
0.0231800766283525,0.509318975602756,0.138506498220615,0.316863617305472,-0.94083345773231,2.62255037290755,0.207944761107596,9.86154
0.000568343279340722,0.29394972512078,0.0545847485770485,0.504825465675948,-1.73831395030294,3.04665797318637,0.140094445816842,10.5376
0.00319218241042345,0.6221923127891,0.326312578020362,0.382064980911795,-1.26180336166812,2.70785099401224,0.161696508081334,10.5505
0,0,0.0929855138442912,0.763292156410257,-1.78721193373758,3.70947938634788,0.350541959897039,10.8685
0.000331537505180274,0,0.0979957740902699,0.533091031573899,-1.7811892027229,4.40794184454315,0.118020526041767,10.1456
0.00072965527510982,0.23167774964171,0.0469161897462452,0.487341691319983,-1.85880703018846,3.36856240450731,0.182329537258252,10.7625
0.00310866551275758,0.315436746150738,0.10270026013154,0.460677301902152,-1.38748243692285,2.98562786633608,0.181796923117549,10.0734
0.000242930716159751,0,0.0614820959835866,0.474418750640496,-1.87175858426265,3.63336002598977,0.119358607381265,10.0325
0.000955102298560242,0.0162162423258635,0.039755007061561,0.549382627925734,-2.10301594800237,4.03779395478823,0.0981310930981906,10.0996
9.42684766214178e-05,0,0.100126554809597,0.480878366330212,-1.54556370484408,3.23735377843353,0.108089750642451,9.87848
0.000579642939948991,0.00726702651450992,0.162977650508963,0.441467800684915,-1.30450432019065,2.30755136489404,0.0951344203236829,9.86574
0.00483578480757606,0.410110707889225,0.127751989364815,0.457870785294377,-1.47323120237642,3.06139692842989,0.174151330543629,10.1297
0.0449236298292902,0.355392892724824,0.125674900487407,0.365125578197182,-0.996834237012266,2.5904168640559,0.0817323697477118,9.9763
0.357628004179728,0.177258372421242,0.254744594481284,0.657339575630341,-1.2483162008618,3.37533485527598,0.582400847504125,9.97153
0.000262277883417481,0,0.0688040512442059,0.544383164899372,-1.85088700247455,4.55803020495806,0.130316220421188,10.3247
0,0,0.0761700490473614,0.501375710095235,-1.74787113124422,4.2163874141402,0.114992590931865,10.2785
0.00261752136752137,0.189059822238993,0.0484244093615832,0.476862867965249,-1.59890210476906,2.94387571106164,0.174789630590472,10.0344
0.00432744320230797,0.145392376152282,0.0646033381791149,0.344750910284621,-1.56526887395206,3.16762995659679,0.120987316146446,10.2407
0.000354909147694555,0.0163632904651959,0.0209683361592531,0.5351850646459,-1.87992511638948,3.33447268537516,0.0771265835106459,10.5888
0.0475802066340402,0.491245610499607,0.328563073688773,0.207505533876848,-0.953430706914536,2.86264393535291,0.299762751446877,10.1984
0.00388391412234329,0.410523316036237,0.447806782491614,0.470278246579713,-1.12735180195159,2.56676974293531,0.216606574872681,10.2927
0.00261486157779814,0.141089560117601,0.0760130966731712,0.439984468585113,-1.85097438220298,3.15408003407132,0.165741896161923,10.3376
0.11575796300997,0.856787261602063,0.384223270590021,0.392790920119267,-0.941948594852024,2.42865208467386,0.145195652571899,10.3664
0.000202000160165807,0.0134548796951119,0.00230731284568397,0.567924294942259,-2.13993313596257,4.10095856695809,0.092687284800269,10.7612
5.76193527272392e-05,0.028745435688634,0.0627937930421504,0.42687415667252,-1.70442874006588,2.69744524670195,0.0797452419204474,9.9679
0.0140279232574482,0.664555864617911,0.267156886008328,0.359923891482772,-1.59783063919354,3.439684425083,0.161174454455603,10.0737
0,0,0.0820868669904149,0.542869549512971,-1.85048181304749,4.65311319725447,0.154509211128636,10.2461
0.00473484848484848,0.844793385063832,0.277908843862868,0.379406031907122,-1.18354959411503,2.49329350051997,0.17626950879227,10.115
0.000885710990658517,0.053643942782437,0.0216388895846842,0.504107906492562,-2.24389183733294,3.95767218820778,0.157751234159509,10.8665
4.9375108625239e-05,0.00691845723804425,0.0258834583434499,0.561200938081285,-2.13353836564911,4.76146275925128,0.338915499160821,10.3275
0.000462000462000462,0.103210946007794,0.0839722061087423,0.459852581050581,-2.07802669867861,3.85680263710945,0.167656427069616,10.3745
0.000389444496370377,0.241212728826568,0.104124134353762,0.452613454185252,-1.45548363249949,2.7211126301798,0.171777252385067,10.2619
0.000469244906737575,0.0125303669591875,0.0455789063993818,0.529894405710029,-1.85969876459791,3.55015985234257,0.100429121885561,10.2022
0.000422832980972516,0,0.0794001220163409,0.485614638143533,-1.63401502404219,4.68881577478297,0.0682906029217528,10.1499
0,0,0.0572011946902351,0.468812600307147,-1.70211395375134,3.80751966138164,0.0473331881904999,10.1096
0.00385571481461892,0.038486653978818,0.035466213264785,0.535552367304385,-2.04649576040107,3.92560952149676,0.136677749478733,10.0624
0.0112068965517241,0.884753821615149,0.126195372259109,0.453031157208643,-1.10872175135309,2.38857651108487,0.195296699832224,10.2193
0.00092577353522054,0.0453601242577452,0.0400331035082463,0.559105087710989,-2.11481311952211,4.06287004520249,0.0708428464741259,10.6561
0.000230786983614124,0.688572361212777,0.288020839183961,0.381907888260657,-1.08433100028298,2.13151286273813,0.0944643533800552,10.4669
2.77936046915605e-05,0,0.0453147465131565,0.540292924929752,-1.97993413008945,3.99171031258974,0.151168027457895,10.684
0.000149501661129568,0,0.145501116115144,0.442951160651037,-1.49964884010474,2.89791418116658,0.216591130879676,9.93102
0.0489613824390336,0.528869669014034,0.36179813783629,0.279050472417821,-0.952351812239968,2.3783311265646,0.172024996321913,10.1767
0.00160035563458546,0.0755338415051676,0.107189267610372,0.302420897176423,-1.51083867160112,2.85928805927508,0.0468405429956742,10.3043
0,0,0.0458784366754324,0.486591874307997,-1.91725618673959,4.32322320895894,0.0845164017278772,11.206
0.0489613824390336,0.528869669014034,0.36179813783629,0.279050472417821,-0.952351812239968,2.3783311265646,0.172657040388452,11.0073
2.49917995657675e-05,0.00155597345086732,0.0232188113656444,0.45200081845697,-1.94375097969106,3.31396774275609,0.0610143012505147,11.0789
0.000545303843301488,0.160360729824414,0.111133411321772,0.511305724271851,-2.07105140040521,4.17702341400187,0.131698263309561,10.8771
0.00512820512820513,0,0.0369971135415506,0.423562661358486,-1.53524803864031,2.70122352055696,0.0905551978977547,9.9736
0.000335874095196315,0.0848291335584128,0.0287814189280397,0.488453532705564,-2.0206617386989,3.94310917979622,0.0535686794649067,10.4357
0.00754103967168263,0.319574427583063,0.0627624427618464,0.434593640007029,-1.13441621704935,3.03535573259678,0.243279805133634,10.3458
0.00151011066279701,0.521606075480986,0.175878463766112,0.238846934154848,-1.34844765808517,2.31104261312834,0.103601067392798,10.0691
2.98846452692607e-05,0,0.0186594911712448,0.484436964259139,-1.95482360268519,3.41022593078556,0.0212389560922943,10.6774
0.0236188296829029,0.896897623440176,0.751206775306053,0.225452592742015,-0.933050359609451,2.43729022075468,0.137656250180493,10.6729
0.00447570332480818,0.0739060812452987,0.0907725355124154,0.558443863069498,-1.96018284162654,4.33127287862056,0.159369244657016,9.8724
5.16129032258065e-05,0,0.0400275952771048,0.527375635899257,-2.10958277273929,4.37869356374708,0.066687676695338,11.0492
0.00162432371021328,0.0413496063439359,0.123612654558012,0.4708809185544,-1.71600288463918,2.63741514497017,0.129580208900356,10.3047
0.00028169014084507,0.023065422417317,0.0808256295466513,0.464791014910707,-1.89552238135293,4.12432410788594,0.0592437634565434,11.2035
0.0001232741617357,0,0.0485013167326865,0.409804603465096,-1.73393559860069,3.43407935700253,0.112255679375205,11.2541
0.0981447124304267,0.83736185091975,0.328880304139011,0.186477586403116,-0.9760727055831,2.61677055038464,0.00257043583190094,10.2
0.0101611351611352,0.55826063315113,0.117182689484208,0.416748644979649,-1.20101387162586,2.72344980177058,0.188480007381279,9.86387
8.08349350626022e-05,0,0.0755856877355959,0.393893320751983,-1.60190284502103,2.54877074005355,0.0694464746032478,10.0333
0.0104787630402385,0.175898442914341,0.118785571171378,0.451619449595375,-1.47830275707093,3.29871437465871,0.321857235210635,10.2251
0.010515247108307,0.992474534840389,0.258785745480832,0.423506029976604,-1.09064019362122,2.08574006368996,0.136926000600642,10.3068
0.00679532481652623,0.342624690438153,0.143492744873814,0.402601683327861,-1.05846167136044,2.68030066547885,0.150501591572221,9.86049
0.000207135829320077,0.0620142183048739,0.106300621350516,0.383976726711154,-1.78876975969119,3.30175239350991,0.0875554991053046,10.4836
0.00312952041838211,0.0701956779934499,0.0570134900980507,0.489041271540916,-2.08873466665488,4.1996238448623,0.14611596725845,10.8494
0.0288461538461538,0.546572131953732,0.057074908455916,0.268450383377946,-0.778016924698927,2.32527743310985,0.157527017099941,10.2841
0.00176703930760909,0.216662396527615,0.0400469862888475,0.375255527655895,-1.89213653776478,3.05446206237913,0.0896874724384209,10.3784
0.00340205484112404,0.470014909370541,0.0654819490052131,0.286149687164264,-1.15099059082393,2.64074644210022,0.091393999531539,10.4835
0.0130225080385852,0.795309181429036,0.71614189686128,0.453569016455593,-1.09637241294733,2.75626051574365,0.330576137628712,10.0763
0.0209205020920502,0.911553147371412,0.038068535524606,0.425895633591984,-0.977244486129375,2.504148497024,0.0862200101303983,10.1993
0.0755230171690868,0.69496376954839,0.187953662144872,0.47510870433142,-0.978784100626022,2.88256872314225,0.174593781921204,11.0208
0.00525398740115266,0.353371782806207,0.229012608001035,0.422208201879154,-1.07214451919923,3.08402438852436,0.122772615450096,10.3468
0.00828675100519761,0.110823974447945,0.1062013452549,0.401640491187414,-1.73374673137537,3.33811153768068,0.350895497692166,10.2461
0.0044118719463283,0.499240897853791,0.108279128769466,0.400905253054538,-1.53816985530086,3.19542422054174,0.090367460927617,10.0061
0.000431605616052276,0.0260110153844125,0.0643121375848639,0.485288769426138,-1.76460363565486,2.86076120792417,0.156551146069483,9.93863
0.0129697597442075,0.498347430722684,0.139474898381825,0.429171589404716,-0.991959057226434,2.70914041698734,0.0803587067517305,9.93882
0.00546628778093516,0.212010209084031,0.0414130811972614,0.520207782810197,-1.89465207960641,3.23991037690179,0.141170967935897,10.0946
0.00236616385684709,0.0412527318963551,0.0932116983649266,0.416492010676998,-1.9129062274683,3.42749426572535,0.12577101351345,10.6017
0.00242836328314716,0.124596770969297,0.0490678285931226,0.470143044173758,-2.01646379380687,3.59770085285074,0.172750815988658,10.6725
0.0205188427458098,0.586864369378032,0.61634687026646,0.266510012730984,-0.860644972402987,2.28198045595121,0.104930403086083,9.94231
0.0075187969924812,0.158192361661171,0.134305660945601,0.407490462125616,-1.62309111376541,3.54681054225632,0.175924154357904,10.1402
4.7438330170778e-05,0,0.0572142887913195,0.538578123786968,-1.93061786404107,4.41705970995516,0.115765714653298,10.4281
0,0,0.0728913263863519,0.53809697471021,-1.768453146056,4.67356335288586,0.103087517360957,10.0603
0,0,0.130540167409301,0.745084221671213,-1.4542173222672,3.89439665925987,0.439125429932236,10.815
0.000364741641337386,0,0.0476210207903245,0.524661181454553,-1.88531058826487,3.99426407445874,0.0723502585084845,10.4085
0,0,0.00602690271922521,0.477656244969042,-1.95324288371846,3.90983306570764,0.0412087593829501,10.5155
0.000317113561889997,0,0.140107221633023,0.495037168463725,-1.76189106428212,3.34427798310503,0.128412392012516,9.99086
0.000294334069168506,0.554798655654163,0.0265032078236403,0.449974072743669,-1.51435032980456,2.94742289193442,0.0759432508547885,10.579
0.000915797377927507,0.0936861710404303,0.00350002136401018,0.35713275688679,-1.88017413901043,3.08438539596848,0.0887241174514049,10.9906
0,0,0.0671796929847122,0.814114701561907,-1.87769433730122,3.76485521242602,0.297765350049285,11.003
0.0451641890176007,0.793541948501306,0.732256992695511,0.364619671331572,-0.813146898016775,2.25603768288458,0.156422035947983,10.2928
3.47089653257436e-05,0,0.0245838614828386,0.493522025762437,-1.89978429360963,3.27188432275118,0.0304822016717825,10.4419
0,0,0.0133456580714289,0.829292674013223,-1.70097015412823,3.72695225469657,0.0871616084188803,11.4998
0.000108979947689625,0,0.185274633948786,0.601428155329041,-1.63616347386422,4.22442232797145,0.254054127687278,10.1813
6.1576354679803e-05,0,0.046288307046859,0.522743963493507,-1.99537813094457,3.9157535207569,0.0675672520916694,10.6571
0.200395843641762,0.570937536289721,0.698854410839671,0.134584449128404,-0.795346997050039,1.95008106157617,0.0353318588180037,10.214
0.00237353508381546,0,0.105033559431642,0.447753380666439,-1.68283038377157,3.27911871124346,0.156738468530857,9.89502
7.5187969924812e-05,0,0.0721634410412641,0.798541366441891,-1.68156713281227,3.6427948251508,0.369627093565499,10.7288
0.0461284716064271,0.320357107394002,0.301393098831542,0.522582055393123,-1.18251426914329,2.47915799415224,0.43724228475638,9.88923
0,0,0.0790339610501163,0.552759868582807,-1.99592087792927,5.01736404570454,0.133551860614614,10.7163
0.000999897969594939,0.0244939314696751,0.057357194755979,0.558588382140991,-2.07157495166388,3.9848650404906,0.211340122330462,10.1322
0.011439600790886,0.330810431866494,0.16848051636345,0.396320730719801,-1.63015195012598,3.2184360133665,0.166423883463412,10.8424
0,0,0.0668167236578277,0.459149983866811,-1.84553452936863,3.45749503883641,0.112783881666,10.8875
0.0474168898177781,0.637056578491906,0.0909048836551325,0.204998142929105,-0.794382739795406,2.35542157407283,0.103904351994274,10.4563
0.000899792496832363,0.237939875276157,0.213652241832033,0.49924092603463,-1.45089969993501,2.98788887088253,0.135927088534237,10.2832
4.64921660700172e-05,0,0.0415281056645583,0.493752567117666,-1.86124908790809,4.19863854156878,0.0622294115903745,10.5451
0.00954697286605007,0.119778031309703,0.095605900486838,0.516556452269965,-1.80330695718376,3.96036248394808,0.206614064746977,11.2395
0.0139019219407083,0.94478698565218,0.0973146103060183,0.434177822247167,-0.834498651972999,2.81059485887402,0.151015592713872,10.2797
